,adult,budget,genres,id,original_language,original_title,overview,popularity,production_companies,runtime,spoken_languages,status,vote_average,vote_count
7597,False,34000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",68430,en,Paradise,"Willard Young is a 10-year-old boy who is sent by his mother to stay with her best friend Lily Reed, who lives in the Delta shrimp-fishing country in a town called Paradise. Lily and her husband Ben have been living in an unmentioned emotional vacuum since the death of their own three year old boy. Willie makes friends with the local 9-year-old tomboy Billie Pike, who teaches him to be comfortable with himself. When Willard gains a handle on his own emotions, he can now help Lily and Ben to connect, overcome grief and rediscover themselves.",7.1767259999999995,"[{'name': 'Touchwood Pacific Partners 1', 'id': 8830}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Interscope Communications', 'id': 10201}, {'name': 'Grand Highway Productions', 'id': 11085}]",111.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.6,13.0
10008,False,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",38717,en,Madison,"In 1971, air-conditioner repairman and boat enthusiast Jim McCormick entertains his desire to 'go down' as a legend in the record books when the Gold Cup hydroplane boat race improbably comes to his small town of Madison, Indiana. Immediately, Jim seizes his opportunity to enter the contest. With a motley crew of fellow mechanics and friends at his side, Jim fixes up his old boat and brings hope to the blighted industrial city. Written by Sujit R. Varma",1.534055,[],99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.3,3.0
29401,False,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",259453,en,I Am Soldier,"I Am Soldier follows Mickey Tomlinson (Tom Hughes), a military chef, who attempts the most dangerous military selection known to man: The Special Air Service (S.A.S.) selection. The S.A.S. Is the United Kingdom's most renowned Special Forces Regiment, tasked with life threatening missions in some of the most dangerous places on the planet. Mickey has more military experience than simply being a chef, something he doesn't let on to the other candidates... Mickey is smashed by this selection process - his mind, body and soul scream for mercy as he endures torturous speed-marches over the steepest mountains, running for his life during 'Escape and Evasion' and then facing the most evil interrogation possible, during the deadly phase known as: 'Tactical Questioning.' Even after everything, there is still only one way you can really prove yourself: in combat... Many try to get into the S.A.S. Only the elite make it.",3.3309849999999996,"[{'name': 'Tea Shop & Film Company', 'id': 13161}]",84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.1,27.0
28465,False,0,"[{'id': 27, 'name': 'Horror'}]",85349,ja,富江 アンリミテッド,"Tsukiko is part of the photography club at school, but has always felt less than her sister Tomie. She's cute and very popular among boys. However, one day, Tomie dies in a horrible accident, triggering endless nightmares for Tsukiko. One year later, right when Tomie was supposed to turn 18, someone knocks on the door. Tomie is back. Little by little, Tomie will start to show her darkest side to Tsukiko, making her nightmares come to life.",2.06907,"[{'name': 'Toei Video Company', 'id': 9221}, {'name': 'Travis Entertainment', 'id': 16579}, {'name': 'Travis', 'id': 16580}]",85.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,4.8,9.0
27255,False,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",28490,en,I Died a Thousand Times,"I Died a Thousand Times is essentially a remake of the 1941 crime-drama classic High Sierra.  Jack Palance steps into the old Humphrey Bogart role as Roy ""Mad Dog"" Earle, the ageing bank robber who intends to pull off one last heist before retiring.  Sprung from prison by likeable crime boss Big Mac (Lon Chaney Jr.), Earle is commissioned to mastermind the robbery of a resort hotel.  His partners in crime include the hotheaded, immature Babe (Lee Marvin) and Red (Earl Holliman), as well as ""inside man"" Mendoza (Perry Lopez).  Also along for the ride is Marie (Shelley Winters), a dance-hall girl whom Babe has picked up. Marie falls in love with Earle, but he has eyes only for Velma (Lori Nelson), the club-footed daughter of a farmer (Ralph Moody) whom Earle had earlier befriended.  While the 1955 film cannot match the excellence of its 1941 role model, I Died a Thousand Times works quite well on its own terms.",4.929826,"[{'name': 'Warner Bros.', 'id': 6194}]",109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,7.0,6.0
22563,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",37351,fr,Le Mystère de la chambre jaune,"Joseph Rouletabille (Bruno Podalydès), a reporter for a local newspaper, investigates the attempted killing of Mathilde Stangerson (Sabine Azéma), who uses the yellow room of the title as her bedroom. At the time of the revolver shots her room was locked and the windows were barred, but when her father (Michael Lonsdale) enters after having forced the door, there is no-one there except for Mathilde. So who did it and how did he get away?",1.312686,"[{'name': 'Canal+', 'id': 5358}, {'name': 'CinéCinéma', 'id': 6301}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}]",118.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,6.7,20.0
29839,False,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",13775,en,Macbeth,"Macbeth, loyal to his crime boss, Duncan, is told by witches that he will one day take over. Driven by their prophecy, he and his wife plot to kill Duncan, and takes the leadership of the gang for himself. Maintaining his power will require more murder and violence, finally driving his surviving enemies to unite and destroy him. A sexy, high octane retelling of this classic story.",1.8336990000000002,[],109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,3.9,11.0
42339,False,0,"[{'id': 18, 'name': 'Drama'}]",128728,de,Der Freund,"In reality Emil and Larissa would never have been a couple she is an idolized singer, he is a shy outsider. Ironically, Emil is just getting to know Larissa when she dies unexpectedly. He pretends to have been her boyfriend and finally gets the recognition he has always yearned for, with the added bonus of a surrogate family in the form of Larissas. Things would be just great if Emil didnt fall in love - with Larissas sister Nora. The more he gets to know her, the harder it becomes for him to pretend.",0.07897,"[{'name': 'Langfilm', 'id': 4225}]",86.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,6.0,2.0
31789,False,0,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",16224,ja,プラスチックリトル,"Narrowly escaping the clutches of Lord Guizei and his band of professional killers, Elysse Mordish is on the run and in possession of a vital computer code needed by the military to reactivate a high-powered secret weapon. Enter Tita, intergalactic pet shop hunter and captain of the Cha Cha Maru. Through shear dumb luck she finds herself rescuing Elysse from military hunters thus putting the lives of both herself and her crew in mortal peril! It's a dangerous game of cat and mouse on a planet-wide scale with one crucial difference... mice don't shoot back, but Tita does!",0.240688,"[{'name': 'Sony Music Entertainment Japan', 'id': 648}, {'name': 'Movic', 'id': 3466}, {'name': 'KSS', 'id': 3560}]",55.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,6.0,3.0
13770,False,8000000,"[{'id': 35, 'name': 'Comedy'}]",14536,en,New in Town,"Lucy Hill is an ambitious up-and-coming executive living in Miami. She loves her shoes, she loves her cars and she loves climbing the corporate ladder. When she is offered a temporary assignment – in the middle of nowhere – to restructure a manufacturing plant, she jumps at the opportunity, knowing that a big promotion is close at hand. What begins as a straight-forward assignment becomes a life-changing experience as Lucy discovers greater meaning in her life and, most unexpectedly, the man of her dreams.",12.357072,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Edmonds Entertainment Group (EEG)', 'id': 2923}, {'name': 'Epidemic Pictures', 'id': 2924}, {'name': 'The Safran Company', 'id': 11565}, {'name': 'Gold Circle Films', 'id': 12026}]",97.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,5.2,99.0
13776,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",16324,no,Fatso,"Overweight loner Rino spends his days in seclusion, until his dad rents a room to an overtly sexual girl who challenges Rino to break down his walls.",1.4438540000000002,"[{'name': 'Paradox Spillefilm A/S', 'id': 2966}]",91.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'no', 'name': 'Norsk'}]",Released,5.1,17.0
44558,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",456098,en,All About the Money,"Two ""down on their luck"" buddies are convinced by a third to take a vacation. Only after landing in the third world country do they realize that they are there to attempt to capture the United States' most wanted criminal - with no military training.",0.918121,[],0.0,[],Released,6.7,6.0
19474,False,12500000,"[{'id': 53, 'name': 'Thriller'}]",82390,en,The Paperboy,A reporter returns to his Florida hometown to investigate a case involving a death row inmate.,5.526878,"[{'name': 'Lee Daniels Entertainment', 'id': 695}, {'name': 'Nu Image Films', 'id': 925}, {'name': 'Benaroya Pictures', 'id': 6692}, {'name': 'Millennium Films', 'id': 10254}]",107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.4,244.0
37252,False,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",264206,en,Sulemani Keeda,"In this slacker bro-mantic comedy, writing partners Dulal and Mainak dream of shaking up the Bollywood film industry with their script “Sulemani Keeda” (Hindi street slang for “Pain in the Ass”). When they’re not being rejected by producers who refuse to read their script, they lurk around bookstores and poetry slams shamelessly hitting on girls. They find some hope when the drug addled, cat-obsessed Gonzo Kapoor, the son of a famous B movie producer, hires them to write an art house film billed as “Tarkovsky with orgies” for his directorial debut. All seems well until Dulal meets Ruma, a beautiful photographer who makes him question his choice to sell out.",0.10162,"[{'name': 'Tulsea Pictures', 'id': 60748}]",89.0,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,0.0,1.0
22113,False,0,"[{'id': 27, 'name': 'Horror'}]",64534,fr,Docteur Jekyll et les femmes,"It's the engagement party for brilliant young Dr. Henry Jekyll and his fiancée, the beautiful Fanny Osbourne, attended by various pillars of Victorian society. But when people are found raped and murdered outside and ultimately inside the house, it becomes clear that a madman has broken in to disrupt the festivities - but who is he? And why does Dr. Jekyll keep sneaking off to his laboratory?",0.765706,"[{'name': 'Multimedia Gesellschaft für Audiovisuelle Information mbH', 'id': 7932}, {'name': 'Allegro Productions', 'id': 17712}, {'name': 'Whodunit Productions', 'id': 18029}]",92.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,6.8,7.0
21715,False,0,"[{'id': 99, 'name': 'Documentary'}]",132887,en,First Cousin Once Removed,"Filmmaker Alan Berliner documents his first cousin, the poet-translator Edwin Honig, as he succumbs to Alzheimer's.",0.158211,"[{'name': 'HBO Films', 'id': 7429}]",78.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,2.5,2.0
13793,False,0,"[{'id': 18, 'name': 'Drama'}]",40509,en,Wrestling Ernest Hemingway,"Frank, a retired Irish seaman, and Walter, a retired Cuban barber, are two lonely old men trapped in the emptiness of their own lives. When they meet in a park Frank is able to start a conversation after several attempts. They begin to spend time together and become friends. But because of their different characters they often quarrel with each other and finally seperate after Frank misbehaves to Walter's friend Elaine.",1.0901399999999999,"[{'name': 'Warner Bros.', 'id': 6194}]",123.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.7,7.0
28850,False,0,"[{'id': 18, 'name': 'Drama'}]",73612,en,Sam's Song,"A political filmmaker finds himself in Long Island for a weekend where he finds himself entangled with a high-living, jet set crowd. At first it is exciting, but soon he finds himself disillusioned by their shallowness.",0.233582,"[{'name': 'Cannon Productions', 'id': 38215}, {'name': 'January Films', 'id': 40044}]",92.0,[],Released,5.5,2.0
40613,False,0,"[{'id': 878, 'name': 'Science Fiction'}]",106070,en,Zarkorr! The Invader,"An ""average"" postal worker is informed by a tiny alien hologram which looks like a teenage girl that he is the ""choosen one"" to destroy a giant reptile to save the Earth.",0.648666,"[{'name': 'Full Moon Entertainment', 'id': 4867}]",80.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5.0,1.0
40193,False,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}]",296917,ja,劇場版 サイコパス,"Year 2116—The Japanese government begins to export the Sibyl System unmanned drone robots to troubled countries, and the system spreads throughout the world. A state in the midst of a civil war, SEAUn (the South East Asia Union), brings in the Sibyl System as an experiment. Under the new system, the coastal town of Shambala Float achieves temporary peace and safety. But then SEAUn sends terrorists to Japan. They slip through the Sibyl System and then attack from within. The shadow of a certain man falls on this incident. In charge of the police, Tsunemori travels to Shambala Float to investigate. The truth of justice on this new ground will become clear.",4.299518,"[{'name': 'Production I.G.', 'id': 12657}]",113.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,7.2,40.0
